task_type,sample_id,actions,expected_result,model_name,description
legality,137,"internship_application(1);check_registration(start,1);check_registration(end,1)",True,process_21.bpmn,legality_small_true
legality,138,internship_application(1),False,process_21.bpmn,legality_small_false
legality,139,"internship_application(1);check_registration(start,1);check_registration(end,1);enter_desired_topic_and_amount_of_money(start,1);enter_desired_topic_and_amount_of_money(end,1);enter_experiences_and_hobbies(start,1);enter_experiences_and_hobbies(end,1)",True,process_21.bpmn,legality_large_true
legality,140,"internship_application(1);enter_desired_topic_and_amount_of_money(start,1);enter_desired_topic_and_amount_of_money(end,1);check_registration(start,1);check_registration(end,1);enter_experiences_and_hobbies(start,1);enter_experiences_and_hobbies(end,1);offers_arrival(start,1);offers_arrival(end,1)",False,process_21.bpmn,legality_large_false
conformance,141,"internship_application(1);acquire(1, main_process)",True,process_21.bpmn,conformance_small_true
conformance,142,"internship_application(1);acquire(1, main_process);enter_desired_topic_and_amount_of_money(start,1);enter_desired_topic_and_amount_of_money(end,1)",False,process_21.bpmn,conformance_small_false
conformance,143,"internship_application(1);acquire(1, main_process);check_registration(start,1);check_registration(end,1);enter_desired_topic_and_amount_of_money(start,1);enter_desired_topic_and_amount_of_money(end,1);enter_experiences_and_hobbies(start,1);enter_experiences_and_hobbies(end,1);offers_arrival(start,1);offers_arrival(end,1)",True,process_21.bpmn,conformance_large_true
conformance,144,"internship_application(1);acquire(1, main_process);report_e_government(start,1);report_e_government(end,1)",False,process_21.bpmn,conformance_large_false
legality,145,successful_service(1),True,process_83.bpmn,legality_small_true
legality,146,successful_service(1),False,process_83.bpmn,legality_small_false
legality,147,successful_service(1),True,process_83.bpmn,legality_large_true
legality,148,successful_service(1),False,process_83.bpmn,legality_large_false
conformance,149,"successful_service(1);acquire(1, main_process)",True,process_83.bpmn,conformance_small_true
conformance,150,"successful_service(1);acquire(1, main_process)",False,process_83.bpmn,conformance_small_false
conformance,151,"successful_service(1);acquire(1, main_process)",True,process_83.bpmn,conformance_large_true
conformance,152,"successful_service(1);acquire(1, main_process)",False,process_83.bpmn,conformance_large_false
legality,153,birth_of_child(1),True,process_10.bpmn,legality_small_true
legality,154,"birth_of_child(1);decide_when_to_take_maternity_leave(start,1);decide_when_to_take_maternity_leave(end,1)",False,process_10.bpmn,legality_small_false
legality,155,"birth_of_child(1);verify_child_age_smaller_than_2(start,1);verify_child_age_smaller_than_2(end,1,yes);notify_employer(start,1);notify_employer(end,1);receive_confirmation_for_maternity_leave(start,1);receive_confirmation_for_maternity_leave(end,1)",True,process_10.bpmn,legality_large_true
legality,156,"birth_of_child(1);notify_employer(start,1);notify_employer(end,1);verify_child_age_smaller_than_2(start,1);verify_child_age_smaller_than_2(end,1,yes);end_of_vacation_or_sick_leave(1);receive_confirmation_for_maternity_leave(start,1);receive_confirmation_for_maternity_leave(end,1)",False,process_10.bpmn,legality_large_false
conformance,157,"birth_of_child(1);acquire(1, main_process);verify_child_age_smaller_than_2(start,1);verify_child_age_smaller_than_2(end,1,yes)",True,process_10.bpmn,conformance_small_true
conformance,158,"birth_of_child(1);acquire(1, main_process)",False,process_10.bpmn,conformance_small_false
conformance,159,"birth_of_child(1);acquire(1, main_process);verify_child_age_smaller_than_2(start,1);verify_child_age_smaller_than_2(end,1,yes);decide_when_to_take_maternity_leave(start,1);decide_when_to_take_maternity_leave(end,1);notify_employer(start,1);notify_employer(end,1);receive_confirmation_for_maternity_leave(start,1);receive_confirmation_for_maternity_leave(end,1)",True,process_10.bpmn,conformance_large_true
conformance,160,"birth_of_child(1);acquire(1, main_process);notify_employer(start,1);notify_employer(end,1);verify_child_age_smaller_than_2(start,1);verify_child_age_smaller_than_2(end,1,yes);receive_confirmation_for_maternity_leave(start,1);receive_confirmation_for_maternity_leave(end,1)",False,process_10.bpmn,conformance_large_false
legality,161,"start_measuring_process(1);pick_machine(start,1);pick_machine(end,1);collect_planned_stops(start,1);collect_planned_stops(end,1)",True,process_74.bpmn,legality_small_true
legality,162,"start_measuring_process(1);collect_planned_stops(start,1);collect_planned_stops(end,1)",False,process_74.bpmn,legality_small_false
legality,163,"start_measuring_process(1);pick_machine(start,1);pick_machine(end,1);collect_planned_stops(start,1);collect_planned_stops(end,1);collect_unplanned_stops_(start,1);collect_unplanned_stops_(end,1);summarize_availability_loss(start,1);summarize_availability_loss(end,1);calculate_run_time(start,1);calculate_run_time(end,1,= max Speed);capture_small_stops(start,1);capture_small_stops(end,1)",True,process_74.bpmn,legality_large_true
legality,164,"start_measuring_process(1);collect_planned_stops(start,1);collect_planned_stops(end,1);pick_machine(start,1);pick_machine(end,1);collect_unplanned_stops_(start,1);collect_unplanned_stops_(end,1);summarize_availability_loss(start,1);summarize_availability_loss(end,1);calculate_run_time(start,1);calculate_run_time(end,1,< max Speed);calculate_net_run_time(start,1);calculate_net_run_time(end,1,no)",False,process_74.bpmn,legality_large_false
conformance,165,"start_measuring_process(1);acquire(1, main_process);pick_machine(start,1);pick_machine(end,1);collect_planned_stops(start,1);collect_planned_stops(end,1)",True,process_74.bpmn,conformance_small_true
conformance,166,"start_measuring_process(1);acquire(1, main_process);collect_planned_stops(start,1);collect_planned_stops(end,1);pick_machine(start,1);pick_machine(end,1)",False,process_74.bpmn,conformance_small_false
conformance,167,"start_measuring_process(1);acquire(1, main_process);pick_machine(start,1);pick_machine(end,1);collect_planned_stops(start,1);collect_planned_stops(end,1);collect_unplanned_stops_(start,1);collect_unplanned_stops_(end,1);summarize_availability_loss(start,1);summarize_availability_loss(end,1);calculate_run_time(start,1);calculate_run_time(end,1,= max Speed);capture_small_stops(start,1);capture_small_stops(end,1)",True,process_74.bpmn,conformance_large_true
conformance,168,"start_measuring_process(1);acquire(1, main_process);collect_planned_stops(start,1);collect_planned_stops(end,1);pick_machine(start,1);pick_machine(end,1);collect_unplanned_stops_(start,1);collect_unplanned_stops_(end,1);summarize_availability_loss(start,1);summarize_availability_loss(end,1);calculate_run_time(start,1);calculate_run_time(end,1,= max Speed);capture_small_stops(start,1);capture_small_stops(end,1);capture_slow_cycles(start,1);capture_slow_cycles(end,1);summarize_perfomance_loss_indicators(start,1);summarize_perfomance_loss_indicators(end,1)",False,process_74.bpmn,conformance_large_false
legality,169,"start_event(1);check_passport_validity(start,1);check_passport_validity(end,1,< 6 months);request_visa(start,1);request_visa(end,1)",True,process_28.bpmn,legality_small_true
legality,170,"start_event(1);request_visa(start,1);request_visa(end,1);check_passport_validity(start,1);check_passport_validity(end,1,< 6 months)",False,process_28.bpmn,legality_small_false
legality,171,"start_event(1);check_passport_validity(start,1);check_passport_validity(end,1,24 months + working in Austria);request_rot_weiss_rot_card(start,1);request_rot_weiss_rot_card(end,1);open_an_austrian_bank_account(start,1);open_an_austrian_bank_account(end,1);organise_accommodation(start,1);organise_accommodation(end,1);inform_country_of_origin_about_the_relocation(start,1);inform_country_of_origin_about_the_relocation(end,1)",True,process_28.bpmn,legality_large_true
legality,172,"start_event(1);request_aufenthaltstitel(start,1);request_aufenthaltstitel(end,1);check_passport_validity(start,1);check_passport_validity(end,1,> 6 months but < 24 months);open_an_austrian_bank_account(start,1);open_an_austrian_bank_account(end,1);organise_accommodation(start,1);organise_accommodation(end,1);inform_country_of_origin_about_the_relocation(start,1);inform_country_of_origin_about_the_relocation(end,1)",False,process_28.bpmn,legality_large_false
conformance,173,"start_event(1);acquire(1, main_process);check_passport_validity(start,1);check_passport_validity(end,1,24 months + working in Austria);request_rot_weiss_rot_card(start,1);request_rot_weiss_rot_card(end,1)",True,process_28.bpmn,conformance_small_true
conformance,174,"start_event(1);acquire(1, main_process);request_aufenthaltstitel(start,1);request_aufenthaltstitel(end,1)",False,process_28.bpmn,conformance_small_false
conformance,175,"start_event(1);acquire(1, main_process);check_passport_validity(start,1);check_passport_validity(end,1,> 6 months but < 24 months);request_aufenthaltstitel(start,1);request_aufenthaltstitel(end,1);open_an_austrian_bank_account(start,1);open_an_austrian_bank_account(end,1);organise_accommodation(start,1);organise_accommodation(end,1);inform_country_of_origin_about_the_relocation(start,1);inform_country_of_origin_about_the_relocation(end,1)",True,process_28.bpmn,conformance_large_true
conformance,176,"start_event(1);acquire(1, main_process);request_rot_weiss_rot_card(start,1);request_rot_weiss_rot_card(end,1);check_passport_validity(start,1);check_passport_validity(end,1,24 months + working in Austria);open_an_austrian_bank_account(start,1);open_an_austrian_bank_account(end,1);organise_accommodation(start,1);organise_accommodation(end,1);inform_country_of_origin_about_the_relocation(start,1);inform_country_of_origin_about_the_relocation(end,1)",False,process_28.bpmn,conformance_large_false
legality,177,"start_(1);develop_basic_design(start,1);develop_basic_design(end,1);check_the_stock_(start,1);check_the_stock_(end,1)",True,process_49.bpmn,legality_small_true
legality,178,"start_(1);check_the_stock_(start,1);check_the_stock_(end,1);develop_basic_design(start,1);develop_basic_design(end,1)",False,process_49.bpmn,legality_small_false
legality,179,"start_(1);develop_basic_design(start,1);develop_basic_design(end,1);check_the_stock_(start,1);check_the_stock_(end,1);order_lego_brick_sets(start,1);order_lego_brick_sets(end,1);hand_the_lego_sets_to_children_(start,1);hand_the_lego_sets_to_children_(end,1);sort_parts_into_containers(start,1);sort_parts_into_containers(end,1)",True,process_49.bpmn,legality_large_true
legality,180,"start_(1);check_the_stock_(start,1);check_the_stock_(end,1);develop_basic_design(start,1);develop_basic_design(end,1);order_lego_brick_sets(start,1);order_lego_brick_sets(end,1);hand_the_lego_sets_to_children_(start,1);hand_the_lego_sets_to_children_(end,1);sort_parts_into_containers(start,1);sort_parts_into_containers(end,1)",False,process_49.bpmn,legality_large_false
conformance,181,"start_(1);acquire(1, main_process);develop_basic_design(start,1);develop_basic_design(end,1);check_the_stock_(start,1);check_the_stock_(end,1)",True,process_49.bpmn,conformance_small_true
conformance,182,"start_(1);acquire(1, main_process);check_the_stock_(start,1);check_the_stock_(end,1);develop_basic_design(start,1);develop_basic_design(end,1)",False,process_49.bpmn,conformance_small_false
conformance,183,"start_(1);acquire(1, main_process);develop_basic_design(start,1);develop_basic_design(end,1);check_the_stock_(start,1);check_the_stock_(end,1);order_lego_brick_sets(start,1);order_lego_brick_sets(end,1);hand_the_lego_sets_to_children_(start,1);hand_the_lego_sets_to_children_(end,1);sort_parts_into_containers(start,1);sort_parts_into_containers(end,1)",True,process_49.bpmn,conformance_large_true
conformance,184,"start_(1);acquire(1, main_process);check_the_stock_(start,1);check_the_stock_(end,1);develop_basic_design(start,1);develop_basic_design(end,1);order_lego_brick_sets(start,1);order_lego_brick_sets(end,1);hand_the_lego_sets_to_children_(start,1);hand_the_lego_sets_to_children_(end,1);sort_parts_into_containers(start,1);sort_parts_into_containers(end,1)",False,process_49.bpmn,conformance_large_false
legality,185,"energy_drink_bottling_machine_inspection(1);start_application(start,1);start_application(end,1);press_button_start_new_inspection(start,1);press_button_start_new_inspection(end,1);select_type_of_machine(start,1);select_type_of_machine(end,1);enter_serial_number(start,1);enter_serial_number(end,1);connect_application_to_machine(start,1);connect_application_to_machine(end,1)",True,process_78.bpmn,legality_small_true
legality,186,"energy_drink_bottling_machine_inspection(1);press_button_start_new_inspection(start,1);press_button_start_new_inspection(end,1);start_application(start,1);start_application(end,1);select_type_of_machine(start,1);select_type_of_machine(end,1);enter_serial_number(start,1);enter_serial_number(end,1)",False,process_78.bpmn,legality_small_false
legality,187,"energy_drink_bottling_machine_inspection(1);start_application(start,1);start_application(end,1);press_button_start_new_inspection(start,1);press_button_start_new_inspection(end,1);select_type_of_machine(start,1);select_type_of_machine(end,1);enter_serial_number(start,1);enter_serial_number(end,1);connect_application_to_machine(start,1);connect_application_to_machine(end,1);press_button_cable_connected(start,1);press_button_cable_connected(end,1);retrieve_and_display_error_code(start,1);retrieve_and_display_error_code(end,1);create_inspection_ticket(start,1);create_inspection_ticket(end,1);enter_machine_type_serial_no(start,1);enter_machine_type_serial_no(end,1);add_error_code_to_inspection_ticket(start,1);add_error_code_to_inspection_ticket(end,1,no);check_db_for_stored_known_problems(start,1);check_db_for_stored_known_problems(end,1)",True,process_78.bpmn,legality_large_true
legality,188,"energy_drink_bottling_machine_inspection(1);press_button_start_new_inspection(start,1);press_button_start_new_inspection(end,1);start_application(start,1);start_application(end,1);select_type_of_machine(start,1);select_type_of_machine(end,1);enter_serial_number(start,1);enter_serial_number(end,1);connect_application_to_machine(start,1);connect_application_to_machine(end,1);press_button_cable_connected(start,1);press_button_cable_connected(end,1);retrieve_and_display_error_code(start,1);retrieve_and_display_error_code(end,1);create_inspection_ticket(start,1);create_inspection_ticket(end,1);enter_machine_type_serial_no(start,1);enter_machine_type_serial_no(end,1)",False,process_78.bpmn,legality_large_false
conformance,189,"energy_drink_bottling_machine_inspection(1);acquire(1, main_process);start_application(start,1);start_application(end,1);press_button_start_new_inspection(start,1);press_button_start_new_inspection(end,1);select_type_of_machine(start,1);select_type_of_machine(end,1);enter_serial_number(start,1);enter_serial_number(end,1);connect_application_to_machine(start,1);connect_application_to_machine(end,1)",True,process_78.bpmn,conformance_small_true
conformance,190,"energy_drink_bottling_machine_inspection(1);acquire(1, main_process);press_button_start_new_inspection(start,1);press_button_start_new_inspection(end,1);start_application(start,1);start_application(end,1);select_type_of_machine(start,1);select_type_of_machine(end,1);enter_serial_number(start,1);enter_serial_number(end,1)",False,process_78.bpmn,conformance_small_false
conformance,191,"energy_drink_bottling_machine_inspection(1);acquire(1, main_process);start_application(start,1);start_application(end,1);press_button_start_new_inspection(start,1);press_button_start_new_inspection(end,1);select_type_of_machine(start,1);select_type_of_machine(end,1);enter_serial_number(start,1);enter_serial_number(end,1);connect_application_to_machine(start,1);connect_application_to_machine(end,1);press_button_cable_connected(start,1);press_button_cable_connected(end,1);retrieve_and_display_error_code(start,1);retrieve_and_display_error_code(end,1);create_inspection_ticket(start,1);create_inspection_ticket(end,1);enter_machine_type_serial_no(start,1);enter_machine_type_serial_no(end,1);add_error_code_to_inspection_ticket(start,1);add_error_code_to_inspection_ticket(end,1,no);check_db_for_stored_known_problems(start,1);check_db_for_stored_known_problems(end,1)",True,process_78.bpmn,conformance_large_true
conformance,192,"energy_drink_bottling_machine_inspection(1);acquire(1, main_process);press_button_start_new_inspection(start,1);press_button_start_new_inspection(end,1);start_application(start,1);start_application(end,1);select_type_of_machine(start,1);select_type_of_machine(end,1);enter_serial_number(start,1);enter_serial_number(end,1);connect_application_to_machine(start,1);connect_application_to_machine(end,1);press_button_cable_connected(start,1);press_button_cable_connected(end,1);retrieve_and_display_error_code(start,1);retrieve_and_display_error_code(end,1);create_inspection_ticket(start,1);create_inspection_ticket(end,1);enter_machine_type_serial_no(start,1);enter_machine_type_serial_no(end,1)",False,process_78.bpmn,conformance_large_false
legality,193,"start_(1);the_customer_goes_to_the_robot(start,1);the_customer_goes_to_the_robot(end,1);the_robot_asks_an_order_(start,1);the_robot_asks_an_order_(end,1)",True,process_86.bpmn,legality_small_true
legality,194,"start_(1);the_robot_asks_an_order_(start,1);the_robot_asks_an_order_(end,1);the_customer_goes_to_the_robot(start,1);the_customer_goes_to_the_robot(end,1)",False,process_86.bpmn,legality_small_false
legality,195,"start_(1);the_customer_goes_to_the_robot(start,1);the_customer_goes_to_the_robot(end,1);the_robot_asks_an_order_(start,1);the_robot_asks_an_order_(end,1);the_robot_prepares_the_burger(start,1);the_robot_prepares_the_burger(end,1);the_robot_gives_an_order_status(start,1);the_robot_gives_an_order_status(end,1)",True,process_86.bpmn,legality_large_true
legality,196,"start_(1);the_robot_asks_an_order_(start,1);the_robot_asks_an_order_(end,1);the_customer_goes_to_the_robot(start,1);the_customer_goes_to_the_robot(end,1);the_robot_asks_fries_or_wedges_(start,1);the_robot_asks_fries_or_wedges_(end,1,no);the_robot_makes_the_wedges(start,1);the_robot_makes_the_wedges(end,1);the_customer_tells_drink_size(start,1);the_customer_tells_drink_size(end,1);the_robots_starts_to_make_the_drink(start,1);the_robots_starts_to_make_the_drink(end,1)",False,process_86.bpmn,legality_large_false
conformance,197,"start_(1);acquire(1, main_process);the_customer_goes_to_the_robot(start,1);the_customer_goes_to_the_robot(end,1);the_robot_asks_an_order_(start,1);the_robot_asks_an_order_(end,1)",True,process_86.bpmn,conformance_small_true
conformance,198,"start_(1);acquire(1, main_process);the_robot_asks_an_order_(start,1);the_robot_asks_an_order_(end,1)",False,process_86.bpmn,conformance_small_false
conformance,199,"start_(1);acquire(1, main_process);the_customer_goes_to_the_robot(start,1);the_customer_goes_to_the_robot(end,1);the_robot_asks_an_order_(start,1);the_robot_asks_an_order_(end,1);the_robot_asks_fries_or_wedges_(start,1);the_robot_asks_fries_or_wedges_(end,1,no);the_robot_makes_the_wedges(start,1);the_robot_makes_the_wedges(end,1);the_customer_tells_drink_size(start,1);the_customer_tells_drink_size(end,1);the_robots_starts_to_make_the_drink(start,1);the_robots_starts_to_make_the_drink(end,1)",True,process_86.bpmn,conformance_large_true
conformance,200,"start_(1);acquire(1, main_process);the_robot_asks_an_order_(start,1);the_robot_asks_an_order_(end,1);the_customer_goes_to_the_robot(start,1);the_customer_goes_to_the_robot(end,1);the_robot_asks_fries_or_wedges_(start,1);the_robot_asks_fries_or_wedges_(end,1);the_robot_makes_the_fries(start,1);the_robot_makes_the_fries(end,1);the_customer_tells_drink_size(start,1);the_customer_tells_drink_size(end,1);the_robots_starts_to_make_the_drink(start,1);the_robots_starts_to_make_the_drink(end,1)",False,process_86.bpmn,conformance_large_false
legality,201,"phone_is_broken(1);enter_manufacturer(start,1);enter_manufacturer(end,1)",True,process_66.bpmn,legality_small_true
legality,202,"phone_is_broken(1);enter_model(start,1);enter_model(end,1);enter_manufacturer(start,1);enter_manufacturer(end,1)",False,process_66.bpmn,legality_small_false
legality,203,"phone_is_broken(1);enter_manufacturer(start,1);enter_manufacturer(end,1);enter_model(start,1);enter_model(end,1);enter_broken_part(start,1);enter_broken_part(end,1,no);compute_parts_list(start,1);compute_parts_list(end,1);compute_necessary_tools(start,1);compute_necessary_tools(end,1)",True,process_66.bpmn,legality_large_true
legality,204,"phone_is_broken(1);enter_model(start,1);enter_model(end,1);enter_manufacturer(start,1);enter_manufacturer(end,1);enter_broken_part(start,1);enter_broken_part(end,1,no);compute_parts_list(start,1);compute_parts_list(end,1);compute_necessary_tools(start,1);compute_necessary_tools(end,1)",False,process_66.bpmn,legality_large_false
conformance,205,"phone_is_broken(1);acquire(1, main_process);enter_manufacturer(start,1);enter_manufacturer(end,1)",True,process_66.bpmn,conformance_small_true
conformance,206,"phone_is_broken(1);acquire(1, main_process);enter_model(start,1);enter_model(end,1);enter_manufacturer(start,1);enter_manufacturer(end,1)",False,process_66.bpmn,conformance_small_false
conformance,207,"phone_is_broken(1);acquire(1, main_process);enter_manufacturer(start,1);enter_manufacturer(end,1);enter_model(start,1);enter_model(end,1);enter_broken_part(start,1);enter_broken_part(end,1,no);compute_parts_list(start,1);compute_parts_list(end,1);compute_necessary_tools(start,1);compute_necessary_tools(end,1);check_list_with_own_inventory_toolscrew(start,1);check_list_with_own_inventory_toolscrew(end,1,no)",True,process_66.bpmn,conformance_large_true
conformance,208,"phone_is_broken(1);acquire(1, main_process);enter_model(start,1);enter_model(end,1);enter_manufacturer(start,1);enter_manufacturer(end,1);enter_broken_part(start,1);enter_broken_part(end,1,no);compute_parts_list(start,1);compute_parts_list(end,1);compute_necessary_tools(start,1);compute_necessary_tools(end,1);check_list_with_own_inventory_toolscrew(start,1);check_list_with_own_inventory_toolscrew(end,1,no)",False,process_66.bpmn,conformance_large_false
legality,209,job_application_started(1),True,process_6.bpmn,legality_small_true
legality,210,"job_application_started(1);write_a_job_application(start,1);write_a_job_application(end,1);check_registration_on_e_government_website(start,1);check_registration_on_e_government_website(end,1,yes);check_to_which_companies_a_job_application_is_written(start,1);check_to_which_companies_a_job_application_is_written(end,1)",False,process_6.bpmn,legality_small_false
legality,211,"job_application_started(1);check_registration_on_e_government_website(start,1);check_registration_on_e_government_website(end,1,no)",True,process_6.bpmn,legality_large_true
legality,212,"job_application_started(1);write_a_job_application(start,1);write_a_job_application(end,1);check_registration_on_e_government_website(start,1);check_registration_on_e_government_website(end,1,yes);check_to_which_companies_a_job_application_is_written(start,1);check_to_which_companies_a_job_application_is_written(end,1);report_to_which_companies_a_job_application_is_sent(start,1);report_to_which_companies_a_job_application_is_sent(end,1);rate_the_application(start,1);rate_the_application(end,1);confirm_receipt_of_applications(start,1);confirm_receipt_of_applications(end,1);get_new_potential_job_offers(start,1);get_new_potential_job_offers(end,1,yes);negotiate_for_an_interview_(start,1);negotiate_for_an_interview_(end,1)",False,process_6.bpmn,legality_large_false
conformance,213,"job_application_started(1);acquire(1, main_process)",True,process_6.bpmn,conformance_small_true
conformance,214,"job_application_started(1);acquire(1, main_process);write_a_job_application(start,1);write_a_job_application(end,1);check_registration_on_e_government_website(start,1);check_registration_on_e_government_website(end,1,yes);check_to_which_companies_a_job_application_is_written(start,1);check_to_which_companies_a_job_application_is_written(end,1)",False,process_6.bpmn,conformance_small_false
conformance,215,"job_application_started(1);acquire(1, main_process);check_registration_on_e_government_website(start,1);check_registration_on_e_government_website(end,1,no)",True,process_6.bpmn,conformance_large_true
conformance,216,"job_application_started(1);acquire(1, main_process);write_a_job_application(start,1);write_a_job_application(end,1);check_registration_on_e_government_website(start,1);check_registration_on_e_government_website(end,1,yes);check_to_which_companies_a_job_application_is_written(start,1);check_to_which_companies_a_job_application_is_written(end,1);report_to_which_companies_a_job_application_is_sent(start,1);report_to_which_companies_a_job_application_is_sent(end,1);rate_the_application(start,1);rate_the_application(end,1);confirm_receipt_of_applications(start,1);confirm_receipt_of_applications(end,1);get_new_potential_job_offers(start,1);get_new_potential_job_offers(end,1,yes);negotiate_for_an_interview_(start,1);negotiate_for_an_interview_(end,1)",False,process_6.bpmn,conformance_large_false
legality,217,"start_(1);receive_an_offer(start,1);receive_an_offer(end,1,no)",True,process_7.bpmn,legality_small_true
legality,218,"start_(1);dont_send_the_report(start,1);dont_send_the_report(end,1)",False,process_7.bpmn,legality_small_false
legality,219,"start_(1);receive_an_offer(start,1);receive_an_offer(end,1,no);send_the_report_(start,1);send_the_report_(end,1);get_read_confirmation_(start,1);get_read_confirmation_(end,1);get_application_rating_(start,1);get_application_rating_(end,1)",True,process_7.bpmn,legality_large_true
legality,220,"start_(1);dont_send_the_report(start,1);dont_send_the_report(end,1);receive_an_offer(start,1);receive_an_offer(end,1,yes);get_read_confirmation_(start,1);get_read_confirmation_(end,1);get_application_rating_(start,1);get_application_rating_(end,1)",False,process_7.bpmn,legality_large_false
conformance,221,"start_(1);acquire(1, main_process);receive_an_offer(start,1);receive_an_offer(end,1,no)",True,process_7.bpmn,conformance_small_true
conformance,222,"start_(1);acquire(1, main_process);dont_send_the_report(start,1);dont_send_the_report(end,1)",False,process_7.bpmn,conformance_small_false
conformance,223,"start_(1);acquire(1, main_process);receive_an_offer(start,1);receive_an_offer(end,1,no);send_the_report_(start,1);send_the_report_(end,1);get_read_confirmation_(start,1);get_read_confirmation_(end,1);get_application_rating_(start,1);get_application_rating_(end,1)",True,process_7.bpmn,conformance_large_true
conformance,224,"start_(1);acquire(1, main_process);dont_send_the_report(start,1);dont_send_the_report(end,1);receive_an_offer(start,1);receive_an_offer(end,1,yes);get_read_confirmation_(start,1);get_read_confirmation_(end,1);get_application_rating_(start,1);get_application_rating_(end,1)",False,process_7.bpmn,conformance_large_false
legality,225,"create_a_farming_bot(1);give_bot_a_name(start,1);give_bot_a_name(end,1);choose_resource_preferences(start,1);choose_resource_preferences(end,1);generate_resource_preference_list_from_input(start,1);generate_resource_preference_list_from_input(end,1,no)",True,process_39.bpmn,legality_small_true
legality,226,"create_a_farming_bot(1);choose_resource_preferences(start,1);choose_resource_preferences(end,1);give_bot_a_name(start,1);give_bot_a_name(end,1);generate_resource_preference_list_from_input(start,1);generate_resource_preference_list_from_input(end,1,no);farm_iron(start,1);farm_iron(end,1)",False,process_39.bpmn,legality_small_false
legality,227,"create_a_farming_bot(1);give_bot_a_name(start,1);give_bot_a_name(end,1);choose_resource_preferences(start,1);choose_resource_preferences(end,1);generate_resource_preference_list_from_input(start,1);generate_resource_preference_list_from_input(end,1,no);farm_iron(start,1);farm_iron(end,1);iron_and1(start,1);iron_and1(end,1);farm_wood(start,1);farm_wood(end,1)",True,process_39.bpmn,legality_large_true
legality,228,"create_a_farming_bot(1);choose_resource_preferences(start,1);choose_resource_preferences(end,1);give_bot_a_name(start,1);give_bot_a_name(end,1);generate_resource_preference_list_from_input(start,1);generate_resource_preference_list_from_input(end,1,no);farm_iron(start,1);farm_iron(end,1);iron_and1(start,1);iron_and1(end,1);farm_wood(start,1);farm_wood(end,1);farm_stone(start,1);farm_stone(end,1)",False,process_39.bpmn,legality_large_false
conformance,229,"create_a_farming_bot(1);acquire(1, main_process);give_bot_a_name(start,1);give_bot_a_name(end,1);choose_resource_preferences(start,1);choose_resource_preferences(end,1);generate_resource_preference_list_from_input(start,1);generate_resource_preference_list_from_input(end,1,no);farm_iron(start,1);farm_iron(end,1)",True,process_39.bpmn,conformance_small_true
conformance,230,"create_a_farming_bot(1);acquire(1, main_process);choose_resource_preferences(start,1);choose_resource_preferences(end,1);give_bot_a_name(start,1);give_bot_a_name(end,1);generate_resource_preference_list_from_input(start,1);generate_resource_preference_list_from_input(end,1,no)",False,process_39.bpmn,conformance_small_false
conformance,231,"create_a_farming_bot(1);acquire(1, main_process);give_bot_a_name(start,1);give_bot_a_name(end,1);choose_resource_preferences(start,1);choose_resource_preferences(end,1);generate_resource_preference_list_from_input(start,1);generate_resource_preference_list_from_input(end,1,no);farm_iron(start,1);farm_iron(end,1);iron_and1(start,1);iron_and1(end,1);farm_wood(start,1);farm_wood(end,1);farm_stone(start,1);farm_stone(end,1)",True,process_39.bpmn,conformance_large_true
conformance,232,"create_a_farming_bot(1);acquire(1, main_process);choose_resource_preferences(start,1);choose_resource_preferences(end,1);give_bot_a_name(start,1);give_bot_a_name(end,1);generate_resource_preference_list_from_input(start,1);generate_resource_preference_list_from_input(end,1,no);farm_iron(start,1);farm_iron(end,1);iron_and1(start,1);iron_and1(end,1);farm_wood(start,1);farm_wood(end,1);farm_stone(start,1);farm_stone(end,1);stone_and1(start,1);stone_and1(end,1);wood_and1(start,1);wood_and1(end,1)",False,process_39.bpmn,conformance_large_false
legality,233,"process_started(1);select_a_starting_block(start,1);select_a_starting_block(end,1);run_for_5km(start,1);run_for_5km(end,1)",True,process_98.bpmn,legality_small_true
legality,234,"process_started(1);run_for_5km(start,1);run_for_5km(end,1)",False,process_98.bpmn,legality_small_false
legality,235,"process_started(1);select_a_starting_block(start,1);select_a_starting_block(end,1);run_for_5km(start,1);run_for_5km(end,1);measure_the_time(start,1);measure_the_time(end,1);get_your_starting_number(start,1);get_your_starting_number(end,1);calculate_time_between_starting_time_and_the_end_of_workday(start,1);calculate_time_between_starting_time_and_the_end_of_workday(end,1,yes)",True,process_98.bpmn,legality_large_true
legality,236,"process_started(1);run_for_5km(start,1);run_for_5km(end,1);select_a_starting_block(start,1);select_a_starting_block(end,1);measure_the_time(start,1);measure_the_time(end,1);get_your_starting_number(start,1);get_your_starting_number(end,1)",False,process_98.bpmn,legality_large_false
conformance,237,"process_started(1);acquire(1, main_process);select_a_starting_block(start,1);select_a_starting_block(end,1);run_for_5km(start,1);run_for_5km(end,1)",True,process_98.bpmn,conformance_small_true
conformance,238,"process_started(1);acquire(1, main_process);run_for_5km(start,1);run_for_5km(end,1)",False,process_98.bpmn,conformance_small_false
